,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
69,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Bronx Alehouse,40.88474887262718,-73.89969883486997,Beer Bar
70,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Loeser's Delicatessen,40.879241887611094,-73.9054706858219,Sandwich Place
71,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,El Economico Restaurant,40.87933018698782,-73.90459710835415,Spanish Restaurant
72,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,BJ's  Wholesale Club,40.88410355664641,-73.90026731218994,Warehouse Store
73,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant
74,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant
75,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Tilila,40.88387242577101,-73.89820853750416,Bar
76,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Mon Amour Coffee & Wine,40.88500863418534,-73.90033222698838,Coffee Shop
77,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Q'Kachapa,40.880005888670006,-73.9041570896363,Spanish Restaurant
78,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Broadway Pizza & Pasta,40.87882247136464,-73.90449402840686,Pizza Place
79,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Buffalo Wild Wings,40.88446010603608,-73.90042394399643,Wings Joint
80,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Chipotle Mexican Grill,40.88456619551229,-73.9004737612446,Mexican Restaurant
81,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,S & S Cheesecake,40.88479273266669,-73.89986081581755,Bakery
82,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,MyUnique,40.88196572342435,-73.90358396335206,Thrift / Vintage Store
83,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Dunkin',40.87930809459452,-73.90506640147964,Donut Shop
84,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,The Putnam Trail,40.88518925064586,-73.89944963459462,Trail
85,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Sugarboy Bakery Cafe,40.87783170338122,-73.90266884096424,Bakery
86,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,ALDI,40.8778363,-73.9046557,Supermarket
87,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Riverdale Diner,40.88518285486937,-73.89948352054364,Diner
88,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
89,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
90,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Gold Mine Cafe,40.87891576866267,-73.90469763627074,Café
91,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Enterprise Rent-A-Car,40.879866093214,-73.90384738148896,Rental Car Location
92,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Leila's Hand Dipped Chocolate,40.87927541949303,-73.90565363130844,Candy Store
93,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,IHOP,40.880422088659074,-73.90401864379297,Breakfast Spot
94,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Dollar Tree,40.88171500958054,-73.9031865652043,Discount Store
95,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,The Local,40.87855275865213,-73.90346176628925,Bar
96,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,SUBWAY,40.87849271667849,-73.90538547211088,Sandwich Place
97,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Little Caesars Pizza,40.88000167064909,-73.90413957385358,Pizza Place
98,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Foodtown of Riverdale,40.878524,-73.905296,Supermarket
99,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Silhouette Restaurant & Lounge,40.88070643866,-73.90268654351613,Latin American Restaurant
100,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,KFC,40.8801638310206,-73.90425289392198,Fried Chicken Joint
101,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,T-Mobile,40.87871094915832,-73.90523850917822,Mobile Phone Shop
102,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Stop & Shop,40.8821286,-73.9016868,Supermarket
103,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Mattress Firm,40.88157952534375,-73.90327738525008,Mattress Store
104,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,GNC,40.87976010190245,-73.90448406266498,Supplement Shop
105,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Mr. McGoo's,40.87941944187052,-73.90424277141844,Bar
106,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Petco,40.88412259663246,-73.89933923911794,Pet Store
107,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Dunkin',40.88444151875646,-73.90018467940683,Donut Shop
108,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,FedEx Office Print & Ship Center,40.882667,-73.901487,Shipping Store
109,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Domino's Pizza,40.8842,-73.9024,Pizza Place
110,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Subway,40.877720351115315,-73.90537973066263,Sandwich Place
111,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Chase Bank,40.87922937337911,-73.90496760606766,Bank
112,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,The Bridge Tavern,40.883495380089926,-73.9017625732257,Sports Bar
113,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Walgreens,40.8785384,-73.9047797,Pharmacy
114,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Popeyes Louisiana Kitchen,40.879311888822194,-73.90479758629137,Fried Chicken Joint
115,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Rite Aid,40.885481,-73.900814,Pharmacy
116,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Cold Cut City,40.8791735908651,-73.90575340287347,Sandwich Place
117,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Hola España,40.87915969295343,-73.90455296034935,Latin American Restaurant
118,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Victoria Nails & Spa,40.883158,-73.901475,Nail Salon
119,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Papa John's,40.884015199223136,-73.90308313780322,Pizza Place
120,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Maswara Deli,40.884233481116205,-73.90216449308664,Deli / Bodega
121,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Kingsbridge Wine And Spirits,40.88420053246528,-73.90177980932643,Liquor Store
122,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Stella D'oro Biscuit Co,40.88484365545298,-73.9011712036191,Bakery
123,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Cafeccino Bakery,40.880068,-73.90706439,Bagel Shop
124,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Bronx express superette,40.88258639418682,-73.8977829575807,Convenience Store
125,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,khalle bar & Grill,40.883712627452006,-73.89825446312722,Caribbean Restaurant
126,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,H & A Convenience Store,40.8838187633425,-73.89796163834738,Deli / Bodega
127,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Van Cortlandt Deli,40.88517705947143,-73.89952611405425,Deli / Bodega
128,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,High Ridge News and Cards,40.88517787681991,-73.89945671267607,Deli / Bodega
129,Bronx,Kingsbridge,40.88168737120521,-73.90281798724604,Coyote Statue,40.885179785959835,-73.89943873200761,Outdoor Sculpture
130,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Katonah Pizza and Pasta,40.89878411126604,-73.86745706580207,Pizza Place
131,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Rambling House,40.898439240536966,-73.86719657644849,Pub
132,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant
133,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Patrizia's Of Woodlawn,40.900638399332884,-73.86772361835486,Italian Restaurant
134,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,The Chipper Truck,40.899619499543256,-73.87147353617637,Food Truck
135,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Sean's Quality Deli,40.89759465832248,-73.8671505768548,Deli / Bodega
136,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Behan's Pub,40.89858450390552,-73.86750725480708,Bar
137,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Enterprise Rent-A-Car,40.89609114069422,-73.8653639853328,Rental Car Location
138,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Dunkin',40.896036409903786,-73.86357007637196,Donut Shop
139,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,CTown Supermarkets,40.89741967171057,-73.86739744665735,Supermarket
140,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Metro North - Woodlawn Train Station,40.895590912855496,-73.8628137399376,Train Station
141,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Prime Cuts,40.89985495450702,-73.86761273659502,Food & Drink Shop
142,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,MMJ Wines & Spirits,40.89703553264959,-73.8672423362732,Liquor Store
143,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Just One Tavern,40.89787194462981,-73.8674372026922,Beer Bar
144,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Linda's Pizza,40.89988946914673,-73.86761921666667,Pizza Place
145,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Ivy's Nails,40.899866646642565,-73.86755140787392,Cosmetics Shop
146,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Emerald Pharmacy,40.89952520236089,-73.86747101203787,Pharmacy
147,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Angelica's Bakery,40.89918283532642,-73.867552759052,Bakery
148,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Greenland Deli,40.89893285260015,-73.86754566531529,Deli / Bodega
149,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,John Mulligans Fireside Pub,40.89777632017523,-73.86716049035307,Pub
150,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Woodlawn Deli,40.89690455351697,-73.86724130946774,Deli / Bodega
151,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,The Corner Scone,40.89857753397948,-73.8620844160602,Deli / Bodega
152,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Metro North 509 Local Train To Grand Central,40.895735555145286,-73.86322721368956,Moving Target
153,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Muskrat Cove,40.89661462254967,-73.86244620698331,Park
154,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Woodlawn Playground,40.899877093515826,-73.87224302213575,Playground
155,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Bella Napoli 2,40.89672979186445,-73.86231986737155,Pizza Place
156,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,MTA New York City Bus - Bx31/Bx34 @ Katonah Avenue and Van Cortlandt Park East (E. 242nd Street),40.90236345101754,-73.86810600757599,Bus Stop
157,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Stillwell Park,40.90210471148085,-73.8652084300118,Playground
158,Bronx,Woodlawn,40.89827261213805,-73.86731496814176,Sandhog Memorial Site,40.90258387362489,-73.86805658744282,Plaza
159,Bronx,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Reservoir Oval,40.87703278924706,-73.87733074138687,Park
160,Bronx,Norwood,40.87722415599446,-73.8793907395681,Sal's Pizzeria,40.875269350530566,-73.87956260705728,Pizza Place
161,Bronx,Norwood,40.87722415599446,-73.8793907395681,Nicky's Coffee Shop,40.874932786273384,-73.87940404957489,Coffee Shop
162,Bronx,Norwood,40.87722415599446,-73.8793907395681,Marconi Pizzeria,40.880766406357665,-73.87780801932352,Pizza Place
163,Bronx,Norwood,40.87722415599446,-73.8793907395681,Mosholu Park,40.87823436524028,-73.8831639289856,Park
164,Bronx,Norwood,40.87722415599446,-73.8793907395681,Tasty Picks,40.88166538639227,-73.8794837670074,Deli / Bodega
165,Bronx,Norwood,40.87722415599446,-73.8793907395681,Queen of Tacos,40.88024598094388,-73.88368544309385,Mexican Restaurant
166,Bronx,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.87539175917222,-73.87973382534256,Bank
167,Bronx,Norwood,40.87722415599446,-73.8793907395681,Capital One Bank,40.8747272,-73.8796602,Bank
168,Bronx,Norwood,40.87722415599446,-73.8793907395681,T-Mobile,40.8733512172501,-73.87748004040915,Mobile Phone Shop
169,Bronx,Norwood,40.87722415599446,-73.8793907395681,V.I.P.'S Cafe,40.88156582814303,-73.87929923711168,Restaurant
170,Bronx,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87449900511392,-73.87951536062447,Pharmacy
171,Bronx,Norwood,40.87722415599446,-73.8793907395681,Golden Krust Caribbean Restaurant,40.88124851192866,-73.87894431325324,Caribbean Restaurant
172,Bronx,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87903936605434,-73.87422202277044,Pharmacy
173,Bronx,Norwood,40.87722415599446,-73.8793907395681,SUBWAY,40.87281809506911,-73.87831163680261,Sandwich Place
174,Bronx,Norwood,40.87722415599446,-73.8793907395681,Domino's Pizza,40.8728801654325,-73.87815088033676,Pizza Place
175,Bronx,Norwood,40.87722415599446,-73.8793907395681,T-Mobile,40.872766,-73.878644,Mobile Phone Shop
176,Bronx,Norwood,40.87722415599446,-73.8793907395681,Foodtown of Bainbridge,40.873496,-73.878825,Supermarket
177,Bronx,Norwood,40.87722415599446,-73.8793907395681,El Presidente II,40.880516213384304,-73.88323277718456,Spanish Restaurant
178,Bronx,Norwood,40.87722415599446,-73.8793907395681,McDonald's,40.872894,-73.878677,Fast Food Restaurant
179,Bronx,Norwood,40.87722415599446,-73.8793907395681,Nicky's Pizza & Ristorante,40.87337458632297,-73.88050846237203,Pizza Place
180,Bronx,Norwood,40.87722415599446,-73.8793907395681,Sam City,40.87565067328207,-73.88159720323175,Deli / Bodega
181,Bronx,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.87303330866416,-73.87817837297916,Bank
182,Bronx,Norwood,40.87722415599446,-73.8793907395681,MTA Bus Stop - BX10/BX16/BX28/BX30/BX34/BX38,40.879816496734485,-73.87862274838982,Bus Stop
183,Bronx,Norwood,40.87722415599446,-73.8793907395681,M & R Pizza,40.88057929014473,-73.8832210222942,Pizza Place
184,Bronx,Norwood,40.87722415599446,-73.8793907395681,Ming Liang Kitchen,40.87999554,-73.87632362075638,Chinese Restaurant
185,Bronx,Norwood,40.87722415599446,-73.8793907395681,East 205th St,40.87388231771641,-73.87641197566941,Park
186,Bronx,Norwood,40.87722415599446,-73.8793907395681,E & N Pet Paradise,40.87906992351214,-73.87459740072694,Pet Store
187,Bronx,Norwood,40.87722415599446,-73.8793907395681,Pine Deli,40.88034,-73.88314247131348,American Restaurant
188,Bronx,Norwood,40.87722415599446,-73.8793907395681,Bainbridge and Gun Hill,40.88155149120393,-73.8801042392679,Intersection
189,Bronx,Norwood,40.87722415599446,-73.8793907395681,"MTA MaBSTOA & Bee-Line Bus at Jerome Ave & Mosholu Pkwy: (Bx1, Bx2, Bx10, Bx28, Bx38 & BL 4, 20, 21)",40.87928892930588,-73.88450503349304,Bus Station
190,Bronx,Norwood,40.87722415599446,-73.8793907395681,vip,40.88161,-73.879349,American Restaurant
191,Bronx,Norwood,40.87722415599446,-73.8793907395681,Sprint,40.881322205208285,-73.88170056185892,Mobile Phone Shop
192,Bronx,Williamsbridge,40.88103887819211,-73.85744642974207,Frank's Soup Bowl,40.87757230706137,-73.85920155031083,Soup Place
193,Bronx,Williamsbridge,40.88103887819211,-73.85744642974207,Club Mystique,40.88414927642994,-73.85647600392656,Nightclub
194,Bronx,Williamsbridge,40.88103887819211,-73.85744642974207,Cue Lounge,40.884163389332585,-73.8564844261784,Bar
195,Bronx,Williamsbridge,40.88103887819211,-73.85744642974207,The Dumplin Shop,40.88414315581045,-73.856449229114,Caribbean Restaurant
196,Bronx,Williamsbridge,40.88103887819211,-73.85744642974207,Top Of The Hill Restaurant,40.87875617541513,-73.86142176125453,Caribbean Restaurant
197,Bronx,Baychester,40.866858107252696,-73.83579759808117,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
198,Bronx,Baychester,40.866858107252696,-73.83579759808117,Planet Fitness,40.86329786974066,-73.83556764832478,Gym / Fitness Center
199,Bronx,Baychester,40.866858107252696,-73.83579759808117,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
200,Bronx,Baychester,40.866858107252696,-73.83579759808117,Chase Bank,40.865928,-73.838893,Bank
201,Bronx,Baychester,40.866858107252696,-73.83579759808117,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
202,Bronx,Baychester,40.866858107252696,-73.83579759808117,Dollar Tree,40.8643834629013,-73.8346077587142,Discount Store
203,Bronx,Baychester,40.866858107252696,-73.83579759808117,SUBWAY,40.86862220285062,-73.83405221251073,Sandwich Place
204,Bronx,Baychester,40.866858107252696,-73.83579759808117,Popeyes Louisiana Kitchen,40.86860057501349,-73.8312082077379,Fried Chicken Joint
205,Bronx,Baychester,40.866858107252696,-73.83579759808117,Mattress Firm,40.86881401929237,-73.83367127976226,Mattress Store
